date,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2018-3,F9,Frontier Airlines Inc.,TPA,"Tampa, FL: Tampa International",342,77,23.89,0,34.6,0,18.51,12,0,5099,1416,0,1401,0,2282
2018-3,F9,Frontier Airlines Inc.,TTN,"Trenton, NJ: Trenton Mercer",160,29,9.66,0.25,5.95,0,13.13,15,1,2572,757,18,306,0,1491
2018-3,F9,Frontier Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",7,1,0.06,0,0.83,0,0.11,0,0,35,2,0,29,0,4
2018-3,F9,Frontier Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",13,2,1.2,0,0.8,0,0,0,0,30,18,0,12,0,0
2018-3,G4,Allegiant Air,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",92,21,7.63,0.88,7.57,0,4.92,3,0,1670,1138,15,176,0,341
2018-3,G4,Allegiant Air,ABQ,"Albuquerque, NM: Albuquerque International Sunport",18,2,0,0,1.81,0,0.19,0,0,60,0,0,52,0,8
2018-3,G4,Allegiant Air,ATW,"Appleton, WI: Appleton International",44,6,2.9,0,0.17,0,2.92,0,0,232,106,0,6,0,120
2018-3,G4,Allegiant Air,AUS,"Austin, TX: Austin - Bergstrom International",103,7,4.58,0,1.72,0,0.69,0,0,514,418,0,46,0,50
2018-3,G4,Allegiant Air,AVL,"Asheville, NC: Asheville Regional",85,21,8.59,0,2.86,0.05,9.51,0,0,1631,766,0,80,9,776
2018-3,G4,Allegiant Air,AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",614,137,40.07,4.57,36.07,1.56,54.74,3,0,10547,4870,537,1318,33,3789
2018-3,G4,Allegiant Air,BGR,"Bangor, ME: Bangor International",47,13,5.41,0.9,6.05,0,0.65,1,0,773,495,45,189,0,44
2018-3,G4,Allegiant Air,BIL,"Billings, MT: Billings Logan International",27,4,1.96,0,2.04,0,0,0,0,136,94,0,42,0,0
2018-3,G4,Allegiant Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",53,4,0.45,1.61,0.93,0,1,2,0,319,24,200,79,0,16
2018-3,G4,Allegiant Air,BLI,"Bellingham, WA: Bellingham International",162,16,7.44,0,2.75,0,5.81,0,0,672,454,0,73,0,145
2018-3,G4,Allegiant Air,BLV,"Belleville, IL: Scott AFB/MidAmerica",91,24,9.4,0,7.4,0.55,6.65,0,0,1979,1395,0,206,11,367
2018-3,G4,Allegiant Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",25,5,2.9,0.97,0.09,0,1.04,0,0,481,300,101,8,0,72
2018-3,G4,Allegiant Air,BOI,"Boise, ID: Boise Air Terminal",27,9,3.67,0,1.46,0,3.87,0,0,461,167,0,60,0,234
2018-3,G4,Allegiant Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",22,1,0.64,0,0.36,0,0,1,0,22,14,0,8,0,0
2018-3,G4,Allegiant Air,BZN,"Bozeman, MT: Bozeman Yellowstone International",20,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-3,G4,Allegiant Air,CHA,"Chattanooga, TN: Lovell Field",21,5,1.78,1.24,0.96,0,1.02,0,0,295,89,71,45,0,90
2018-3,G4,Allegiant Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",105,17,7.73,0,4.86,0,4.41,0,0,661,360,0,202,0,99
2018-3,G4,Allegiant Air,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",9,6,4.15,0,0.16,0,1.7,0,0,607,518,0,8,0,81
2018-3,G4,Allegiant Air,CLE,"Cleveland, OH: Cleveland-Hopkins International",85,14,9.84,0,0.9,0,3.26,0,0,1664,1460,0,49,0,155
2018-3,G4,Allegiant Air,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",9,1,1,0,0,0,0,0,0,26,26,0,0,0,0
2018-3,G4,Allegiant Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",325,48,8.59,0,12.26,0,27.15,1,1,2722,752,0,573,0,1397
2018-3,G4,Allegiant Air,DAY,"Dayton, OH: James M Cox/Dayton International",36,8,3.48,0,1.91,0,2.6,0,1,285,139,0,49,0,97
2018-3,G4,Allegiant Air,DEN,"Denver, CO: Denver International",9,1,0,0,1,0,0,0,0,27,0,0,27,0,0
2018-3,G4,Allegiant Air,DSM,"Des Moines, IA: Des Moines International",109,17,7.73,2.04,3.14,0,4.08,0,0,948,532,43,136,0,237
2018-3,G4,Allegiant Air,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",36,8,5.95,0,2.05,0,0,0,0,426,372,0,54,0,0
2018-3,G4,Allegiant Air,ELP,"El Paso, TX: El Paso International",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-3,G4,Allegiant Air,EUG,"Eugene, OR: Mahlon Sweet Field",44,15,7.15,0,3.25,0,4.61,0,0,803,418,0,72,0,313
2018-3,G4,Allegiant Air,EVV,"Evansville, IN: Evansville Regional",10,3,1.68,0,0.46,0,0.86,0,0,260,158,0,40,0,62
2018-3,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",40,2,0,0,2,0,0,0,0,45,0,0,45,0,0
2018-3,G4,Allegiant Air,FAR,"Fargo, ND: Hector International",65,7,3.51,0,2.34,0,1.14,0,0,360,220,0,103,0,37
2018-3,G4,Allegiant Air,FAT,"Fresno, CA: Fresno Yosemite International",40,8,3.92,0,0.32,0,3.76,0,0,336,195,0,14,0,127
2018-3,G4,Allegiant Air,FCA,"Kalispell, MT: Glacier Park International",9,1,0,0,1,0,0,0,0,63,0,0,63,0,0
2018-3,G4,Allegiant Air,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",295,89,18.21,1.99,20.53,0,48.27,3,0,8880,3102,139,1021,0,4618
2018-3,G4,Allegiant Air,FNT,"Flint, MI: Bishop International",49,6,3.29,0,1.25,0,1.46,0,0,452,314,0,50,0,88
2018-3,G4,Allegiant Air,FSD,"Sioux Falls, SD: Joe Foss Field",80,11,4.44,0,2.37,0,4.19,0,0,509,198,0,67,0,244
2018-3,G4,Allegiant Air,FWA,"Fort Wayne, IN: Fort Wayne International",66,6,1.87,0,0.69,0.91,2.53,0,0,213,68,0,25,20,100
2018-3,G4,Allegiant Air,GFK,"Grand Forks, ND: Grand Forks International",27,5,1.04,0,0.26,0,3.7,0,1,316,105,0,18,0,193
2018-3,G4,Allegiant Air,GJT,"Grand Junction, CO: Grand Junction Regional",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-3,G4,Allegiant Air,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",9,4,1.7,0,1.75,0,0.55,0,0,246,133,0,66,0,47
2018-3,G4,Allegiant Air,GRI,"Grand Island, NE: Central Nebraska Regional",18,1,0,0,1,0,0,0,0,23,0,0,23,0,0
2018-3,G4,Allegiant Air,GRR,"Grand Rapids, MI: Gerald R. Ford International",127,27,7.7,0.47,11.85,0,6.98,0,0,1563,595,56,500,0,412
2018-3,G4,Allegiant Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",18,6,1.24,0,0.21,0,4.55,0,0,392,67,0,4,0,321
2018-3,G4,Allegiant Air,GSP,"Greer, SC: Greenville-Spartanburg International",31,10,0.77,0,4.59,0,4.64,0,0,899,61,0,586,0,252
2018-3,G4,Allegiant Air,GTF,"Great Falls, MT: Great Falls International",22,3,1,0,0.5,0,1.5,0,0,82,48,0,9,0,25
2018-3,G4,Allegiant Air,HGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",9,4,2.62,0,0.15,0,1.23,0,0,179,79,0,12,0,88
2018-3,G4,Allegiant Air,HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",29,4,1.37,0,2.63,0,0,0,0,116,27,0,89,0,0
2018-3,G4,Allegiant Air,IAG,"Niagara Falls, NY: Niagara Falls International",67,13,4.89,0,4.35,0.93,2.82,0,0,859,401,0,124,149,185
2018-3,G4,Allegiant Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",22,2,0.45,0,0.27,0,1.27,0,0,44,10,0,6,0,28
2018-3,G4,Allegiant Air,IDA,"Idaho Falls, ID: Idaho Falls Regional",22,4,3.24,0,0.12,0,0.64,0,0,169,150,0,5,0,14
2018-3,G4,Allegiant Air,IND,"Indianapolis, IN: Indianapolis International",194,45,10.83,3.18,10.98,0.22,19.79,0,1,4329,967,277,473,4,2608
2018-3,G4,Allegiant Air,JAX,"Jacksonville, FL: Jacksonville International",54,11,3.88,0.3,2.93,0,3.89,0,0,807,369,26,178,0,234
2018-3,G4,Allegiant Air,LAS,"Las Vegas, NV: McCarran International",786,184,46.15,5.22,49.27,2.37,80.99,3,2,11162,4316,245,1806,83,4712
2018-3,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International",117,45,10.34,0.67,23.97,0,10.02,0,0,1863,698,18,789,0,358
2018-3,G4,Allegiant Air,LCK,"Columbus, OH: Rickenbacker International",120,27,7.45,0.99,6.86,0,11.7,0,0,2380,947,214,227,0,992
2018-3,G4,Allegiant Air,LEX,"Lexington, KY: Blue Grass",75,22,7.72,0,1.75,1.38,11.16,0,0,2079,1261,0,99,68,651
2018-3,G4,Allegiant Air,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-3,G4,Allegiant Air,LRD,"Laredo, TX: Laredo International",9,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2018-3,G4,Allegiant Air,MCI,"Kansas City, MO: Kansas City International",37,3,1.15,0,1.85,0,0,0,0,83,35,0,48,0,0
2018-3,G4,Allegiant Air,MDT,"Harrisburg, PA: Harrisburg International",48,8,4.25,0,2,0,1.75,1,0,438,290,0,56,0,92
2018-3,G4,Allegiant Air,MEM,"Memphis, TN: Memphis International",68,11,6.01,0,3.13,0,1.86,0,0,832,584,0,118,0,130
2018-3,G4,Allegiant Air,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",22,3,3,0,0,0,0,0,0,123,123,0,0,0,0
2018-3,G4,Allegiant Air,MFR,"Medford, OR: Rogue Valley International - Medford",24,3,0,0,0.55,0,2.45,0,0,77,0,0,14,0,63
2018-3,G4,Allegiant Air,MKE,"Milwaukee, WI: General Mitchell International",45,7,3,0,2.12,0,1.88,0,0,336,86,0,63,0,187
2018-3,G4,Allegiant Air,MLI,"Moline, IL: Quad City International",47,7,2.18,0,2.07,0,2.76,0,0,215,64,0,48,0,103
2018-3,G4,Allegiant Air,,,41,3,3,0,0,0,0,2,0,88,88,0,0,0,0
2018-3,G4,Allegiant Air,,,9,1,1,0,0,0,0,0,0,212,212,0,0,0,0
2018-3,G4,Allegiant Air,,,22,1,0,0,0.75,0.25,0,0,0,32,0,0,24,8,0
2018-3,G4,Allegiant Air,,,81,21,8.38,0.47,5.91,0,6.24,0,0,1428,391,22,273,0,742
2018-3,G4,Allegiant Air,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-3,G4,Allegiant Air,,,64,20,3.53,1.18,5.69,0.1,9.5,0,0,1648,332,27,170,4,1115
2018-3,G4,Allegiant Air,,,11,1,0.86,0,0.14,0,0,0,0,37,32,0,5,0,0
2018-3,G4,Allegiant Air,OGS,"Ogdensburg, NY: Ogdensburg International",18,1,0,0,1,0,0,1,0,22,0,0,22,0,0
2018-3,G4,Allegiant Air,OKC,"Oklahoma City, OK: Will Rogers World",18,2,1.09,0,0,0,0.91,0,0,51,21,0,0,0,30
2018-3,G4,Allegiant Air,OMA,"Omaha, NE: Eppley Airfield",45,7,2.4,0.78,1.52,0,2.3,0,0,327,114,62,76,0,75
2018-3,G4,Allegiant Air,ORF,"Norfolk, VA: Norfolk International",28,10,2,0,3.16,0,4.84,3,0,380,108,0,88,0,184
2018-3,G4,Allegiant Air,OWB,"Owensboro, KY: Owensboro Daviess County Regional",9,1,0,0,1,0,0,0,0,27,0,0,27,0,0
2018-3,G4,Allegiant Air,PBG,"Plattsburgh, NY: Plattsburgh International",79,14,9.45,0,1.8,0,2.75,0,0,1291,664,0,197,0,430
2018-3,G4,Allegiant Air,PGD,"Punta Gorda, FL: Punta Gorda Airport",619,125,30.66,3.8,30.12,0.08,60.34,4,0,9655,2583,603,1770,10,4689
2018-3,G4,Allegiant Air,PIA,"Peoria, IL: General Downing - Peoria International",74,14,7.51,0.78,2.37,0,3.33,0,0,1194,867,36,81,0,210
2018-3,G4,Allegiant Air,PIE,"St. Petersburg, FL: St Pete Clearwater International",769,132,26.66,3.65,32.8,0.24,68.66,3,0,10415,2562,329,1268,4,6252
2018-3,G4,Allegiant Air,PIT,"Pittsburgh, PA: Pittsburgh International",103,24,8.41,1,2.15,0,12.43,0,0,1681,681,319,51,0,630
2018-3,G4,Allegiant Air,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",22,3,1.12,0,0.72,0,1.16,0,0,118,30,0,26,0,62
2018-3,G4,Allegiant Air,PSM,"Portsmouth, NH: Portsmouth International at Pease",36,5,1.44,0,0.63,0,2.93,1,0,369,192,0,19,0,158
2018-3,G4,Allegiant Air,PSP,"Palm Springs, CA: Palm Springs International",24,2,1.44,0,0.56,0,0,0,0,36,26,0,10,0,0
2018-3,G4,Allegiant Air,PVD,"Providence, RI: Theodore Francis Green State",27,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2018-3,G4,Allegiant Air,PVU,"Provo, UT: Provo Municipal",49,8,2.4,0,2.17,0.09,3.34,0,0,619,122,0,162,3,332
2018-3,G4,Allegiant Air,RAP,"Rapid City, SD: Rapid City Regional",22,6,3,0,1,0,2,0,0,402,209,0,18,0,175
2018-3,G4,Allegiant Air,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",48,11,4,0,2.5,0.78,3.72,0,0,467,178,0,62,14,213
2018-3,G4,Allegiant Air,RFD,"Rockford, IL: Chicago/Rockford International",90,12,6.65,0,0.67,0,4.68,0,0,605,307,0,18,0,280
2018-3,G4,Allegiant Air,RIC,"Richmond, VA: Richmond International",21,2,1.14,0,0.25,0,0.61,0,0,94,57,0,5,0,32
2018-3,G4,Allegiant Air,RNO,"Reno, NV: Reno/Tahoe International",26,8,2.68,0,0.99,0,4.33,0,0,296,93,0,32,0,171
2018-3,G4,Allegiant Air,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",21,4,2.97,0,0.26,0,0.77,0,0,426,354,0,15,0,57
2018-3,G4,Allegiant Air,ROC,"Rochester, NY: Greater Rochester International",18,3,2.28,0,0.49,0,0.23,0,0,113,91,0,16,0,6
2018-3,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",18,7,2.2,0.45,1.01,0,3.34,0,0,417,70,10,38,0,299
2018-3,G4,Allegiant Air,SAT,"San Antonio, TX: San Antonio International",18,3,1.92,0,1.08,0,0,0,0,109,82,0,27,0,0
2018-3,G4,Allegiant Air,SAV,"Savannah, GA: Savannah/Hilton Head International",89,8,1.36,0,3,0,3.64,1,0,605,135,0,109,0,361
2018-3,G4,Allegiant Air,SBN,"South Bend, IN: South Bend International",79,8,3.83,0,2.24,0,1.93,0,0,296,191,0,46,0,59
2018-3,G4,Allegiant Air,SCK,"Stockton, CA: Stockton Metropolitan",67,33,9.36,0,7.97,0,15.67,0,1,1533,577,0,193,0,763
2018-3,G4,Allegiant Air,SDF,"Louisville, KY: Louisville Muhammad Ali International",88,19,6.58,0,11.11,0,1.3,0,0,1398,878,0,428,0,92
2018-3,G4,Allegiant Air,SFB,"Sanford, FL: Orlando Sanford International",1024,315,78.21,10.88,53.8,2.58,169.54,9,0,22776,6530,738,2350,72,13086
2018-3,G4,Allegiant Air,SGF,"Springfield, MO: Springfield-Branson National",62,8,4.28,0.38,1.42,1,0.92,0,0,688,478,16,57,105,32
2018-3,G4,Allegiant Air,SHV,"Shreveport, LA: Shreveport Regional",9,1,0.77,0,0,0,0.23,0,0,203,156,0,0,0,47
2018-3,G4,Allegiant Air,SJU,"San Juan, PR: Luis Munoz Marin International",9,2,1.43,0,0.56,0,0.02,0,0,187,174,0,10,0,3
2018-3,G4,Allegiant Air,SMX,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",13,1,1,0,0,0,0,0,0,125,125,0,0,0,0
2018-3,G4,Allegiant Air,SPI,"Springfield, IL: Abraham Lincoln Capital",17,3,1.21,0,0.39,0,1.4,0,0,127,44,0,13,0,70
2018-3,G4,Allegiant Air,STC,"St. Cloud, MN: St. Cloud Regional",27,3,1.87,0,1.13,0,0,0,1,147,120,0,27,0,0
2018-3,G4,Allegiant Air,SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",27,5,1.16,0,2.84,0,1,1,0,94,24,0,54,0,16
2018-3,G4,Allegiant Air,SYR,"Syracuse, NY: Syracuse Hancock International",36,7,5.37,0,1.16,0,0.47,0,0,450,393,0,41,0,16
2018-3,G4,Allegiant Air,TOL,"Toledo, OH: Toledo Express",49,9,3.66,0,1.34,0,4,0,0,224,106,0,31,0,87
2018-3,G4,Allegiant Air,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",12,4,2.66,1,0.34,0,0,0,0,230,154,68,8,0,0
2018-3,G4,Allegiant Air,TTN,"Trenton, NJ: Trenton Mercer",9,2,0.26,0,0.12,0,1.62,0,0,66,6,0,5,0,55
2018-3,G4,Allegiant Air,TUL,"Tulsa, OK: Tulsa International",31,4,2.24,0,0.76,0,1,0,0,113,51,0,24,0,38
2018-3,G4,Allegiant Air,TYS,"Knoxville, TN: McGhee Tyson",111,33,14.52,1.33,8.58,0,8.57,0,1,1885,996,115,442,0,332
2018-3,G4,Allegiant Air,USA,"Concord, NC: Concord Padgett Regional",84,17,5.27,0,4.99,0,6.74,1,1,1633,1100,0,226,0,307
2018-3,G4,Allegiant Air,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",28,3,0.3,0,0.35,0,2.35,0,0,103,17,0,14,0,72
2018-3,G4,Allegiant Air,XNA,"Fayetteville, AR: Northwest Arkansas Regional",18,1,1,0,0,0,0,0,0,57,57,0,0,0,0
2018-3,HA,Hawaiian Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",2879,399,191.51,16.24,17.01,1.19,173.05,21,3,15211,7248,566,534,25,6838
2018-3,HA,Hawaiian Airlines Inc.,ITO,"Hilo, HI: Hilo International",537,57,32.15,2.37,2.1,0,20.38,1,0,1930,1065,108,94,0,663
2018-3,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31,5,4.41,0,0,0,0.59,0,0,171,148,0,0,0,23
2018-3,HA,Hawaiian Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",714,64,33.86,3.45,4.83,0,21.85,2,0,2261,1201,105,128,0,827
2018-3,HA,Hawaiian Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",79,8,7,0,0,0,1,0,2,278,183,0,0,0,95
2018-3,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",176,42,25.47,0,0,0.94,15.59,0,0,1678,872,0,0,30,776
2018-3,HA,Hawaiian Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",750,75,46.56,3.31,2.31,0,22.82,7,2,2817,1702,301,53,0,761
2018-3,HA,Hawaiian Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",62,30,18.7,0,0,0,11.3,0,0,2828,2129,0,0,0,699
2018-3,HA,Hawaiian Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",1293,153,109.4,5.56,4.18,0,33.87,6,1,6232,4781,204,99,0,1148
2018-3,HA,Hawaiian Airlines Inc.,PDX,"Portland, OR: Portland International",62,38,29.23,0,1.52,0.14,7.11,0,0,1413,999,0,97,3,314
2018-3,HA,Hawaiian Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",31,9,6.03,0,0,1,1.97,0,0,660,316,0,0,16,328
2018-3,HA,Hawaiian Airlines Inc.,PPG,"Pago Pago, TT: Pago Pago International",9,1,1,0,0,0,0,0,0,29,29,0,0,0,0
2018-3,HA,Hawaiian Airlines Inc.,SAN,"San Diego, CA: San Diego International",31,2,2,0,0,0,0,0,0,71,71,0,0,0,0
2018-3,HA,Hawaiian Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",62,37,24.4,0,0.35,1.27,10.99,0,1,1176,690,0,8,19,459
2018-3,HA,Hawaiian Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",62,10,6.32,0,0,0.76,2.92,0,0,323,196,0,0,19,108
2018-3,HA,Hawaiian Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",62,20,13.36,0,0,0,6.64,0,1,833,500,0,0,0,333
2018-3,HA,Hawaiian Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",31,11,7.57,0,0,0,3.43,0,0,653,386,0,0,0,267
2018-3,MQ,Envoy Air,ABI,"Abilene, TX: Abilene Regional",145,29,9.13,0.23,7.95,0,11.69,1,0,1109,383,11,206,0,509
2018-3,MQ,Envoy Air,ABQ,"Albuquerque, NM: Albuquerque International Sunport",31,4,1.33,0,2.67,0,0,0,0,136,41,0,95,0,0
2018-3,MQ,Envoy Air,ACT,"Waco, TX: Waco Regional",119,15,5.91,2.4,2.6,0,4.09,3,0,714,331,106,97,0,180
2018-3,MQ,Envoy Air,AEX,"Alexandria, LA: Alexandria International",88,15,3.38,1.66,5.42,0,4.54,1,0,635,106,217,148,0,164
2018-3,MQ,Envoy Air,ALB,"Albany, NY: Albany International",62,9,2.7,0,3.9,0,2.4,3,0,362,114,0,188,0,60
2018-3,MQ,Envoy Air,ALO,"Waterloo, IA: Waterloo Regional",57,5,1.28,1,1.03,0,1.7,0,0,114,26,28,20,0,40
2018-3,MQ,Envoy Air,AMA,"Amarillo, TX: Rick Husband Amarillo International",126,18,4.45,0,5.31,0,8.24,2,0,798,230,0,126,0,442
2018-3,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",61,6,0.51,1,2.13,0,2.37,1,0,689,151,96,70,0,372
2018-3,MQ,Envoy Air,ATW,"Appleton, WI: Appleton International",57,4,1.38,0.14,0.74,0,1.74,0,0,148,62,4,25,0,57
2018-3,MQ,Envoy Air,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",31,3,2.46,0,0.04,0,0.5,0,0,172,117,0,2,0,53
2018-3,MQ,Envoy Air,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",118,13,5.05,0,2.68,0,5.27,1,0,502,178,0,103,0,221
2018-3,MQ,Envoy Air,BIL,"Billings, MT: Billings Logan International",31,4,2.06,0,0.94,0,1,0,0,85,32,0,16,0,37
2018-3,MQ,Envoy Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",52,11,4.49,0,2.13,0.23,4.15,1,0,511,214,0,68,17,212
2018-3,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",153,13,1.68,0.31,1.71,0,9.3,8,0,788,95,31,47,0,615
2018-3,MQ,Envoy Air,BOI,"Boise, ID: Boise Air Terminal",31,2,0.11,0,1.68,0,0.21,0,1,45,2,0,39,0,4
2018-3,MQ,Envoy Air,BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",62,8,1.75,0,2,0,4.25,1,0,416,97,0,100,0,219
2018-3,MQ,Envoy Air,BUF,"Buffalo, NY: Buffalo Niagara International",31,2,0.24,0,0.92,0,0.85,0,0,129,4,0,30,0,95
2018-3,MQ,Envoy Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",119,24,8.63,1.23,6.76,0,7.39,11,0,1387,329,73,204,0,781
2018-3,MQ,Envoy Air,BZN,"Bozeman, MT: Bozeman Yellowstone International",36,3,0.09,0,2.91,0,0,0,0,74,3,0,71,0,0
2018-3,MQ,Envoy Air,CAE,"Columbia, SC: Columbia Metropolitan",57,4,1.24,0,2.16,0,0.59,1,0,105,44,0,45,0,16
2018-3,MQ,Envoy Air,CHO,"Charlottesville, VA: Charlottesville Albemarle",151,27,9.12,0.75,2.55,0,14.58,9,0,1172,294,12,81,0,785
2018-3,MQ,Envoy Air,CHS,"Charleston, SC: Charleston AFB/International",61,4,3.17,0,0.83,0,0,0,0,142,96,0,46,0,0
2018-3,MQ,Envoy Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",155,12,6.15,0.48,1.99,1,2.39,4,1,631,335,19,63,51,163
2018-3,MQ,Envoy Air,CLE,"Cleveland, OH: Cleveland-Hopkins International",180,31,6.64,0.91,10,0,13.45,8,1,1556,538,34,282,0,702
2018-3,MQ,Envoy Air,CLL,"College Station/Bryan, TX: Easterwood Field",83,12,4.66,0,5.63,0,1.7,1,0,382,147,0,165,0,70
2018-3,MQ,Envoy Air,CLT,"Charlotte, NC: Charlotte Douglas International",310,49,11.7,0.91,11.48,0.09,24.82,6,0,2323,634,91,317,2,1279
2018-3,MQ,Envoy Air,CMH,"Columbus, OH: John Glenn Columbus International",457,68,18.93,2.13,15.18,0.45,31.31,19,0,2969,745,281,423,21,1499
2018-3,MQ,Envoy Air,CMI,"Champaign/Urbana, IL: University of Illinois/Willard",204,18,8,1,6.75,0,2.25,3,0,570,275,56,122,0,117
2018-3,MQ,Envoy Air,COU,"Columbia, MO: Columbia Regional",60,7,0.18,2,1.82,0,3,1,0,282,4,77,39,0,162
2018-3,MQ,Envoy Air,CRP,"Corpus Christi, TX: Corpus Christi International",56,5,2.54,0.17,0.91,0,1.39,1,0,378,165,3,17,0,193
2018-3,MQ,Envoy Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",387,49,11.25,2.27,14.47,0,21.02,13,0,2086,508,75,373,0,1130
2018-3,MQ,Envoy Air,CWA,"Mosinee, WI: Central Wisconsin",88,8,3.84,1,1.59,0,1.57,2,0,412,227,16,60,0,109
2018-3,MQ,Envoy Air,DAY,"Dayton, OH: James M Cox/Dayton International",53,4,0,0.81,1.79,0,1.4,6,1,153,0,39,49,0,65
2018-3,MQ,Envoy Air,DBQ,"Dubuque, IA: Dubuque Regional",88,7,1.94,0,3.31,0,1.75,3,0,183,50,0,62,0,71
2018-3,MQ,Envoy Air,DCA,"Washington, DC: Ronald Reagan Washington National",57,1,0.03,0,0.25,0,0.72,6,1,32,1,0,8,0,23
2018-3,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",4644,564,127.74,39.55,169.03,1.12,226.56,103,5,33763,11019,3454,6295,46,12949
2018-3,MQ,Envoy Air,DSM,"Des Moines, IA: Des Moines International",109,18,4.2,0,2,0,11.8,2,0,589,126,0,51,0,412
2018-3,MQ,Envoy Air,DTW,"Detroit, MI: Detroit Metro Wayne County",119,16,2.86,0.7,3.13,0,9.31,17,1,629,112,42,104,0,371
2018-3,MQ,Envoy Air,ELP,"El Paso, TX: El Paso International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-3,MQ,Envoy Air,EVV,"Evansville, IN: Evansville Regional",57,3,1.76,0,0.42,0,0.82,1,0,92,57,0,12,0,23
2018-3,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",71,19,2.34,1.19,11.5,0,3.96,10,1,1178,290,34,536,0,318
2018-3,MQ,Envoy Air,FAR,"Fargo, ND: Hector International",153,15,6.21,0.54,1.88,0,6.37,5,0,635,169,54,51,0,361
2018-3,MQ,Envoy Air,FLO,"Florence, SC: Florence Regional",3,3,1.41,0,0.23,0,1.37,0,0,126,76,0,9,0,41
