airport,lat,long
EEN,42.90083333,-72.27083333
EFB,58,-135.7333333
EFD,29.60722222,-95.15861111
EFK,44.88944444,-72.23
EGA,60.28333333,-148.0833333
EGE,39.64361111,-106.9138889
EGI,30.65027778,-86.52694444
EGP,28.70222222,-100.4805556
EGT,37.32361111,-97.38833333
EGV,45.93166667,-89.26888889
EGX,58.20777778,-157.3702778
EHM,58.64722222,-162.0605556
EHR,57.41666667,-152.7166667
EHT,41.75777778,-72.62
EIA,-8.10833333,147.625
EIL,64.665,-147.0972222
EIN,51.45333333,5.38888889
EJA,7.01583333,-73.79916667
EKA,40.805,-124.115
EKI,41.72222222,-85.99222222
EKN,38.88944444,-79.85777778
EKO,40.82388889,-115.7897222
EKX,37.68694444,-85.92388889
EKY,33.31277778,-86.92583333
ELA,29.58333333,-96.33333333
ELB,9.04888889,-73.97416667
ELD,33.22055556,-92.81472222
ELG,30.5675,2.86472222
ELI,64.61361111,-162.2702778
ELJ,2,-74.13333333
ELM,42.16083333,-76.89527778
ELN,47.03388889,-120.5302778
ELP,31.80666667,-106.3772222
ELV,58.2,-136.3166667
ELW,60.89333333,-146.7083333
ELY,39.30194444,-114.8419444
EMK,62.78611111,-164.4908333
EMM,41.825,-110.5583333
EMN,16.62,-7.31722222
EMP,38.3325,-96.19083333
EMT,34.08583333,-118.0336111
ENA,60.5675,-151.2511111
END,36.33972222,-97.91583333
ENL,38.51222222,-89.09222222
ENN,64.54638889,-149.0833333
ENS,52.27166667,6.87833333
ENV,40.71861111,-114.0338889
ENW,42.59583333,-87.92777778
EOH,6.21944444,-75.59055556
EOK,40.45833333,-91.43
EPH,47.30416667,-119.5125
EPN,1.37305556,17.47361111
EQS,-42.90972222,-71.1425
ERI,42.08,-80.17861111
ERT,48.98361111,104.1497222
ERV,29.97666667,-99.08555556
ESA,-9.86972222,150.9536111
ESC,45.72055556,-87.08666667
ESD,48.70833333,-122.9125
ESE,31.795,-116.6011111
ESF,31.39527778,-92.29722222
ESN,38.80277778,-76.06777778
ESP,41.03555556,-75.16083333
ETN,32.41166667,-98.8125
ETS,31.3,-85.9
EUE,39.60722222,-116.0016667
EUF,31.95111111,-85.12888889
EUG,44.12083333,-123.2175
EUN,27.13333333,-13.21666667
EVC,64.0425,-148.8611111
EVM,47.42638889,-92.49583333
EVN,40.15416667,44.40138889
EVV,38.03666667,-87.5325
EVW,41.275,-111.0322222
EWB,41.67694444,-70.95916667
EWK,38.05527778,-97.27611111
EWN,35.07361111,-77.0425
EWR,40.69583333,-74.17166667
EXI,58.42083333,-135.4472222
EYL,15.12916667,-10.57083333
EYP,5.3175,-72.38722222
EYW,24.55555556,-81.75972222
EZE,-34.82,-58.53388889
F70,33.57611111,-117.1280556
FAE,62.06666667,-7.26666667
FAI,64.81444444,-147.8627778
FAK,57.51666667,-135.2166667
FAL,26.58333333,-99.13333333
FAM,37.76166667,-90.42833333
FAR,46.91555556,-96.81472222
FAT,36.77666667,-119.7172222
FAU,60.89611111,-147.4466667
FAY,34.99138889,-78.88027778
FBG,35.13194444,-78.935
FBK,64.83694444,-147.6144444
FBM,-11.59083333,27.52916667
FBR,41.39305556,-110.4055556
FBS,48.5375,-123.0083333
FCA,48.31277778,-114.2511111
FCH,36.7325,-119.8188889
FCM,44.82722222,-93.45722222
FCS,38.68333333,-104.7666667
FDF,14.58972222,-61.00611111
FDK,39.41444444,-77.3775
FDR,34.35222222,-98.98472222
FDU,-3.30555556,17.38333333
FDY,41.01583333,-83.66638889
FEP,42.23555556,-89.56916667
FET,41.45,-96.51666667
FEW,41.13333333,-104.8672222
FEZ,33.92888889,-4.9775
FFM,46.28444444,-96.15666667
FFO,39.82611111,-84.04833333
FFT,38.1825,-84.90472222
FGD,22.675,-12.73194444
FHU,31.58888889,-110.3430556
FIC,55.77777778,-131.5375
FID,41.25138889,-72.03166667
FIH,-4.38472222,15.445
FIL,38.95833333,-112.3625
FIN,-6.6275,147.8638889
FKI,0.51666667,25.155
FKL,41.37777778,-79.86027778
FL1,28.22805556,-82.15583333
FL2,27.96194444,-80.55972222
FL3,30.78,-85.59805556
FL4,29.4675,-81.20638889
FL5,29.35416667,-82.47277778
FLA,1.58888889,-75.55888889
FLD,43.77166667,-88.48444444
FLG,35.13777778,-111.6716667
FLJ,60.51666667,-148
FLL,26.07416667,-80.15166667
FLO,34.18888889,-79.72444444
FLT,62.45416667,-157.9866667
FLU,40.77916667,-73.83277778
FLV,39.36972222,-94.9125
FLX,39.50055556,-118.7477778
FMA,-26.21277778,-58.235
FMC,65.9275,-149.8375
FMH,41.65777778,-70.52222222
FMI,-5.87833333,29.24527778
FMN,36.74111111,-108.2291667
FMS,40.65888889,-91.3275
FMY,26.58694444,-81.86222222
FNL,40.44888889,-105.0102778
FNR,58.25,-134.9
FNT,42.96666667,-83.74166667
FOB,39.47444444,-123.7944444
FOD,42.5525,-94.18972222
FOE,38.9525,-95.6625
FOK,40.84361111,-72.63222222
FPR,27.49305556,-80.36777778
FPY,30.06916667,-83.57861111
FQA,55.60611111,-131.4833333
FQB,33.23972222,-119.4580556
FQC,57.80555556,-152.3805556
FQD,58.235,-155.1036111
FQE,58.31333333,-134.1041667
FQF,58.35277778,-133.9913889
FQG,58.13416667,-133.7294444
FQH,61.17111111,-150.1605556
FQI,38.23444444,-84.43472222
FQJ,58.09861111,-134.76
FQK,58.21472222,-136.1563889
FQL,38.665,-88.45305556
FQN,55.56222222,-132.6305556
FQO,55.56666667,-131.0563889
FQP,55.83444444,-131.4847222
FQQ,59.14666667,-138.5636111
FQR,55.24361111,-132.5733333
FQU,48.28388889,-115.4902778
FQV,53.81444444,-167.1194444
FQW,53.36666667,-167.8833333
FQX,55.21027778,-132.1319444
FQY,55.92638889,-133.2527778
FRD,48.52638889,-123.0238889
FRG,40.72944444,-73.415
FRM,43.64722222,-94.42361111
FRP,57.85,-134.9833333
FRR,38.91722222,-78.25388889
FRU,43.06138889,74.4775
FRY,43.99027778,-70.94638889
FSD,43.57888889,-96.74083333
FSI,34.65,-98.40166667
FSK,37.79722222,-94.76944444
FSM,35.33666667,-94.3675
FST,30.915,-102.9125
FTC,40.58722222,-105.0402778
FTE,-50.28027778,-72.05333333
FTG,39.785,-104.5430556
FTK,37.90666667,-85.97305556
FTL,61.86666667,-162.0666667
FTU,-25.03805556,46.95555556
FTW,32.8175,-97.35861111
FTY,33.77916667,-84.52138889
FUL,33.86666667,-117.975
FUT,-14.31138889,-178.0661111
FVA,61.11638889,-155.3113889
FVD,30.58583333,-100.6486111
FVE,33.35416667,-117.2508333
FVG,33.96972222,-112.7963889
FVH,46.795,-119.0802778
FVI,32.82583333,-91.18777778
FVN,48.15333333,-104.5038889
FVO,45.24722222,-122.77
FVP,39.94388889,-120.9469444
FVQ,62.01694444,-158.15
FVR,45.87861111,-111.5691667
FVS,43.83388889,-111.805
FVV,35.72833333,-118.4197222
FVW,65.28333333,-153
FVX,54.91666667,-132.9166667
FVY,56.08333333,-131.9666667
FVZ,70.00388889,-153.0775
FWA,40.97833333,-85.18805556
FWH,32.76888889,-97.44111111
FWL,62.50972222,-153.8894444
FWS,32.56527778,-97.30805556
FXE,26.19694444,-80.17083333
A35,70.17305556,-146.8555556
FXO,-14.80527778,36.52694444
FXR,40.27333333,-86.56222222
FXY,43.23472222,-93.62416667
FYU,66.58111111,-145.2083333
FYV,36.00361111,-94.17
GA1,34.68861111,-85.29055556
GA2,33.63111111,-85.15194444
GA3,33.31166667,-84.76972222
GAD,33.97361111,-86.08722222
GAI,39.16833333,-77.16611111
GAL,64.73638889,-156.9316667
GAM,63.76666667,-171.7375
GAN,-0.69444444,73.15555556
GAQ,16.24861111,-0.00138889
GAR,-7.87333333,147.1375
GAU,26.10416667,91.5875
GAY,24.74666667,84.94583333
GBA,61.395,-149.8416667
GBD,38.34722222,-98.86416667
GBG,40.93861111,-90.42888889
GBH,68.47916667,-149.49
GBR,42.18444444,-73.40416667
GCA,2.28333333,-74.95
GCC,44.35138889,-105.525
GCK,37.92861111,-100.7297222
GCM,19.2925,-81.35805556
GCN,35.95194444,-112.1475
GCY,36.19138889,-82.81666667
GDC,34.75833333,-82.37666667
GDH,59.74694444,-158.8747222
GDL,20.52388889,-103.3125
GDM,42.54972222,-72.01638889
GDV,47.13888889,-104.8069444
GDW,43.96861111,-84.47388889
GEA,-22.25972222,166.4708333
GED,38.68916667,-75.35888889
GEG,47.62,-117.5327778
GEK,62.97555556,-156.5133333
GEY,44.51333333,-108.0777778
GEZ,39.58305556,-85.80472222
GFA,47.505,-111.1872222
GFB,59.05,-160.2833333
GFK,47.95194444,-97.17861111
GFL,43.34444444,-73.60916667
GGE,33.31194444,-79.31805556
GGG,32.38666667,-94.71527778
GGN,6.10138889,-5.9875
GGW,48.21277778,-106.6155556
GHA,32.38222222,3.80055556
GHU,-33.00416667,-58.61222222
GIL,35.91916667,74.33583333
GIS,-38.65972222,177.9722222
GJT,39.11861111,-108.5138889
GKA,-6.07916667,145.3977778
GKN,62.15527778,-145.4522222
GLD,39.37027778,-101.6994444
GLF,8.65138889,-83.18083333
GLH,33.48444444,-90.985
GLN,29.02666667,-10.05027778
GLQ,62.11861111,-145.55
GLR,45.01444444,-84.69944444
GLS,29.2675,-94.86027778
GLV,64.54416667,-163.0375
GLW,37.03166667,-85.95361111
GMA,3.235,19.76861111
GMC,3.63333333,-71.16666667
GMT,65.40555556,-161.2775
GMU,34.84777778,-82.35027778
GNR,-38.99722222,-67.61
GNU,59.1125,-161.5805556
GNV,29.68972222,-82.27583333
DBL,15.37777778,73.83055556
GOL,42.41361111,-124.4230556
GOM,-1.67,29.235
GON,41.32888889,-72.04638889
GOP,26.73972222,83.45222222
GOU,9.33611111,13.37555556
GPI,2.58333333,-77.9
GPM,32.69833333,-97.04666667
GPT,30.40611111,-89.07027778
GPZ,47.21444444,-93.51111111
GQQ,40.73666667,-82.75722222
GRA,8.33333333,-73.69722222
GRB,44.48805556,-88.13055556
GRD,34.25138889,-82.15833333
GRF,47.08333333,-122.5791667
GRI,40.96722222,-98.30666667
GRK,31.06472222,-97.8275
GRQ,53.12027778,6.57555556
GRR,42.88111111,-85.52416667
GSB,35.33972222,-77.96
GSH,41.52722222,-85.79222222
GSO,36.09194444,-79.94277778
GSP,34.89888889,-82.21388889
GST,58.4275,-135.705
GSW,32.8275,-97.04527778
GTB,3.41666667,101.8
GTF,47.48555556,-111.3669444
GTK,2.6,102.9166667
GTN,-43.91083333,170.1288889
GTO,0.63388889,122.8461111
GTR,33.45027778,-88.59138889
GTU,30.67888889,-97.67944444
GUB,28.03333333,-114.0666667
GUC,38.53388889,-106.9388889
GUD,16.3575,-3.60972222
GUP,35.51111111,-108.7866667
GUR,-10.31083333,150.3386111
GUS,40.64805556,-86.15222222
GUY,36.68027778,-101.5077778
GVE,38.15611111,-78.16527778
GVL,34.27305556,-83.82916667
GVQ,43.03166667,-78.16972222
GVT,33.06777778,-96.06527778
GVW,38.85083333,-94.55833333
GWD,25.23055556,62.33888889
GWL,26.29388889,78.23
GWO,33.495,-90.08888889
GWR,46.21944444,-97.64416667
GWS,39.50833333,-107.3113889
GXX,10.35833333,15.2375
BAK,40.4675,50.04666667
GYM,27.95555556,-110.9305556
GYR,33.42361111,-112.3741667
GYY,41.61805556,-87.41555556
HAB,34.12916667,-87.99444444
HAE,36.21666667,-112.6666667
HAF,37.50416667,-122.5
HAH,-11.53194444,43.26111111
HAO,39.36444444,-84.52472222
HAR,40.21611111,-76.85222222
HAY,65.20277778,-161.1527778
HBC,57.41666667,-135.0333333
HBG,31.26694444,-89.255
HBH,57.4,-133.4666667
HBV,27.34944444,-98.73694444
HBY,57.38194444,-134.3952778
HCA,32.30361111,-101.4338889
HCB,55.45,-131.2833333
HCR,62.18888889,-159.7716667
HDA,57.21666667,-134.8833333
HDD,25.32222222,68.36388889
HDH,21.5825,-158.2002778
HDN,40.48166667,-107.22
HED,55.80222222,-160.8972222
HES,45.82583333,-119.2583333
HEZ,31.61472222,-91.29638889
HFD,41.73333333,-72.65
HFF,35.03638889,-79.49777778
HGO,9.41388889,-5.61666667
HGR,39.70777778,-77.73
HGU,-5.82722222,144.295
HGZ,66.19166667,-155.6688889
HHH,32.21666667,-80.68333333
HHR,33.92277778,-118.3352778
HIA,39.87805556,-95.5225
HIB,47.38861111,-92.83861111
HIE,44.36583333,-71.54861111
HIF,41.12361111,-111.9719444
HII,34.56833333,-114.3552778
HIK,21.31861111,-157.9225
HIO,45.54055556,-122.9486111
HJR,24.82416667,79.92277778
HKA,35.94055556,-89.83083333
HKB,63.8675,-148.9688889
HKK,-42.71611111,170.9866667
HKN,-5.47527778,150.4166667
HKP,20.94583333,-156.6930556
HKS,32.33361111,-90.22222222
HKY,35.74055556,-81.39
HLG,40.17444444,-80.64833333
HLI,36.89027778,-121.4061111
HLM,42.79583333,-86.16194444
HLN,46.60666667,-111.9819444
HLO,34.93861111,-110.1402778
HLP,-6.26666667,106.8897222
HLZ,-37.86111111,175.3333333
HME,31.67388889,6.14277778
HMN,32.85138889,-106.1016667
HMO,29.09638889,-111.0461111
HMS,58.29444444,-135.3472222
HMT,33.735,-117.0205556
HNC,35.23111111,-75.62138889
HNG,-20.69611111,164.9869444
HNH,58.09805556,-135.4033333
HIK,21.31861111,-157.9225
HNM,20.79583333,-156.0188889
HNS,59.24583333,-135.5188889
HOB,32.68861111,-103.2169444
HOL,62.91055556,-159.5277778
HOM,59.64527778,-151.4763889
HON,44.38361111,-98.22638889
HOP,36.67277778,-87.49166667
HOT,34.47888889,-93.09611111
HOU,29.645,-95.27861111
HOW,8.91333333,-79.60027778
HPB,61.525,-166.1452778
HPN,41.06888889,-73.70777778
HPT,42.72638889,-93.22638889
HPV,22.2125,-159.4466667
HQM,46.97111111,-123.9366667
HRL,26.22805556,-97.65222222
HRO,36.26166667,-93.15555556
HSH,35.97277778,-115.1344444
HSI,40.60555556,-98.42694444
HSL,65.7025,-156.375
HSP,37.95055556,-79.83388889
HST,25.48805556,-80.38416667
HSV,34.64277778,-86.77555556
HTH,38.54527778,-118.6322222
HTO,40.95944444,-72.25166667
HTS,38.36694444,-82.55611111
HTZ,6.15527778,-71.76083333
HUA,34.67861111,-86.68472222
HUF,39.45444444,-87.3075
HUL,46.12305556,-67.79333333
HUM,29.56694444,-90.66083333
HUS,66.04055556,-154.2633333
HUT,38.06805556,-97.86111111
HUX,15.77388889,-96.2625
HVA,-14.62972222,47.76388889
HVC,36.85694444,-87.455
HVN,41.26527778,-72.88833333
HVR,48.54444444,-109.7611111
HVS,34.40527778,-80.11805556
HWD,37.65916667,-122.1225
HWI,58.13333333,-134.75
HYA,41.66583333,-70.28055556
#N/A,17.45305556,78.46888889
HYG,55.20666667,-132.8266667
HYL,55.48194444,-132.6444444
HYR,46.02444444,-91.44444444
HYS,38.84611111,-99.27416667
HZL,40.98638889,-75.99111111
IA1,40.75166667,-95.41361111
IA2,42.43666667,-93.86888889
IA3,41.01055556,-95.26
IAB,37.62305556,-97.26722222
IAD,38.94166667,-77.4575
IAG,43.10722222,-78.94555556
IAH,29.98333333,-95.34
IAM,28.05111111,9.63805556
IAN,66.97555556,-160.4305556
IBE,4.42583333,-75.14
ICT,37.65,-97.43277778
ICY,59.96583333,-141.6583333
IDA,43.51611111,-112.0647222
IDI,40.63166667,-79.10277778
IDP,37.15833333,-95.77833333
IDR,22.72305556,75.80555556
IGG,59.32388889,-155.9
IGM,35.25666667,-113.94
IGO,7.68166667,-76.68666667
IGR,-25.74166667,-54.46583333
IGX,35.935,-79.06583333
IHU,-7.90055556,145.3936111
II1,40.29361111,-88.1425
II2,41.60805556,-88.09611111
II3,41.93138889,-88.70722222
II4,40.15861111,-89.335
IJX,39.77416667,-90.23722222
IKB,36.22277778,-81.09833333
IKK,41.07138889,-87.84888889
IKO,52.94166667,-168.85
IKV,41.69111111,-93.56638889
ILE,31.08638889,-97.68666667
ILG,39.67833333,-75.6075
ILI,59.75277778,-154.9083333
ILL,45.11638889,-95.09
ILM,34.26694444,-77.90388889
ILN,39.42805556,-83.79222222
ILP,-22.58972222,167.4475
IMF,24.76111111,93.89972222
IML,40.51166667,-101.6202778
IMM,26.43388889,-81.4025
IMT,45.81555556,-88.11416667
IN1,41.30694444,-85.06416667
IN2,40.03055556,-86.25138889
IND,39.72888889,-86.28166667
INF,19.56111111,5.75027778
ING,-50.33472222,-72.24888889
INH,-23.87444444,35.40833333
INL,48.56305556,-93.40416667
INO,-1.95,18.27916667
INS,36.58722222,-115.6733333
INT,36.13527778,-80.22555556
INW,35.02416667,-110.725
ION,1.61333333,18.06194444
IOU,-22.46388889,166.7830556
IOW,41.64027778,-91.54722222
IPH,4.56694444,101.0958333
IPI,0.86638889,-77.71166667
IPL,32.83722222,-115.5747222
IPT,41.24222222,-76.92055556
IRC,65.82916667,-144.0638889
IRJ,-29.38333333,-66.78333333
IRK,40.0925,-92.54388889
IRP,2.78194444,27.63083333
IRS,41.8,-85.41666667
IRV,30.45444444,-88.21055556
ISB,33.61472222,73.09666667
ISJ,21.26666667,-86.75
#N/A,63.5,-145.0333333
ISM,28.29027778,-81.43722222
ISN,48.17611111,-103.6361111
ISO,35.32666667,-77.61666667
ISP,40.79666667,-73.10083333
ISQ,45.975,-86.17666667
ISS,43.96333333,-69.71222222
ISW,44.36111111,-89.83833333
ITH,42.49027778,-76.45805556
ITO,19.72361111,-155.0580556
IUS,-5.78333333,155.15
IVA,-13.64222222,48.45777778
IVC,-46.4125,168.3208333
IVG,42.84083333,19.8675
IWD,46.52555556,-90.13166667
IWS,29.81777778,-95.67222222
IXA,23.89,91.24222222
IXB,26.68055556,88.33055556
IXC,30.67194444,76.79055556
IXD,25.43972222,81.73611111
IXE,12.96388889,74.89388889
IXG,15.85861111,74.61833333
IXH,24.30722222,92.00888889
IXI,27.29027778,94.08888889
IXJ,32.69027778,74.83888889
IXK,21.31944444,70.27083333
IXL,34.13583333,77.54916667
IXM,9.8325,78.08805556
IXQ,24.1325,91.81555556
IXR,23.31444444,85.32361111
IXS,24.91222222,92.98138889
IXU,19.86361111,75.40111111
IXW,22.81305556,86.16888889
IXY,23.11111111,70.10416667
IXZ,11.64833333,92.74361111
IYK,35.65666667,-117.8291667
IZT,16.56916667,-95.10833333
JAC,43.60666667,-110.7369444
JAG,28.28416667,68.44972222
JAI,26.82166667,75.80611111
JAJ,33.765,-84.41777778
JAL,19.47222222,-96.78194444
JAN,32.30972222,-90.07583333
JAO,33.93333333,-84.15
JAX,30.48472222,-81.68777778
JBC,42.33333333,-71.25
JBK,37.86666667,-122.3
JBP,33.98666667,-118.1597222
JBR,35.83,-90.64833333
JCC,37.8,-122.4666667
JCE,37.80555556,-122.275
JCI,38.83083333,-94.89027778
JDA,44.40527778,-118.9616667
JDB,32.76666667,-97.31666667
JDG,47.60083333,-122.3347222
JDH,26.26055556,73.04777778
JDM,25.76666667,-80.18333333
JDT,44.98277778,-93.26833333
JDX,29.76666667,-95.33333333
JEF,38.59222222,-92.15638889
JFB,47.60694444,-122.3325
JFK,40.63861111,-73.77694444
JFN,41.77805556,-80.69555556
JGA,22.46333333,70.01194444
JGC,35.96666667,-112.1333333
JGG,37.23916667,-76.71611111
JGL,33.58333333,-84.46666667
JGP,29.73416667,-95.43416667
JGQ,29.73666667,-95.45916667
JHB,1.64138889,103.6697222
JHC,40.74444444,-73.60833333
JHM,20.96611111,-156.6772222
JHW,42.15055556,-79.25805556
JHY,42.28333333,-71.13333333
JID,34.02722222,-117.9583333
JKR,26.70833333,85.92388889
JKT,-6.15305556,106.8488889
JKV,31.86916667,-95.21722222
JLA,60.48277778,-149.7188889
JLN,37.14972222,-94.49777778
JLR,23.17777778,80.05416667
JMA,29.68333333,-95.4
JMC,37.87861111,-122.5097222
JMN,44.16388889,-94.00416667
JMS,46.93,-98.67833333
JNP,33.61388889,-117.8897222
JNU,58.35555556,-134.5747222
JOC,33.66666667,-117.8666667
JOG,-7.78972222,110.4305556
JOR,33.84805556,-117.85
JPB,40.75333333,-73.975
JPT,29.50861111,-95.05027778
USA,35.38527778,-80.70972222
JRA,40.75444444,-74.0075
JRB,40.70416667,-74.00833333
JRC,44.00138889,-92.48055556
JRE,40.8,-73.96666667
JRF,21.30888889,-158.075
JRH,26.72861111,94.17777778
JSE,58.30166667,-134.4244444
JSK,45.55,-94.2
JST,40.31666667,-78.83444444
JUJ,-24.39277778,-65.09777778
JUM,29.27361111,82.19194444
JVL,42.61861111,-89.03777778
JWH,29.73333333,-95.53333333
TN8,36.1825,-86.88666667
JXN,42.25888889,-84.46138889
JYP,47.60416667,-122.3333333
JZA,32.31194444,-89.13583333
JZB,42.57,-72.28861111
JZC,48.3,-102.4061111
JZE,60.81555556,-151.7988889
JZG,43.765,-99.32055556
JZI,36.59277778,-86.47666667
JZJ,46.72194444,-92.04361111
JZK,46.70277778,-92.50444444
JZL,33.02333333,-118.5880556
JZM,66.18277778,-155.6927778
JZN,47.21166667,-119.8397222
JZO,42.79722222,-112.8252778
JZP,42.74305556,-122.4880556
JZQ,28.47361111,-82.45555556
JZR,45.70305556,-108.7611111
JZT,32.66361111,-97.09416667
JZU,42.89138889,-73.24638889
JZV,34.83333333,-92.25388889
JZW,31.41583333,-87.04416667
JZX,38.57861111,-122.4352778
JZY,45.9425,-116.1241667
K01,36.8,-86.81027778
KAE,56.97333333,-133.9438889
KAL,64.31888889,-158.7413889
KAT,-35.06944444,173.2833333
KBC,66.26666667,-145.8
KBE,55.92944444,-131.57
KBK,57.64472222,-136.0930556
KBO,-6.08805556,26.91666667
KBR,6.16527778,102.2936111
KBW,56.28805556,-158.3833333
KCC,56.03333333,-132.9166667
KCG,56.31222222,-158.3719444
KCH,1.48416667,110.3408333
KCK,39.15,-94.6
KCL,56.31111111,-158.5341667
KCN,53.4,-167.55
KCQ,56.25583333,-158.7733333
KCR,63.57111111,-156.0052778
KDJ,-0.15,10.76666667
KDK,57.80722222,-152.37
KEB,59.35277778,-151.9222222
KED,16.16138889,-13.50777778
KEH,47.75472222,-122.2591667
KEK,59.35527778,-157.4775
KEO,9.49,-7.57083333
KEP,28.10166667,81.67
KEZ,25.32277778,-80.27694444
KFA,16.58888889,-11.40527778
KFP,54.84916667,-163.4091667
KGA,-5.9,22.47055556
KGJ,-9.95777778,33.89222222
KGK,59.8,-157.2333333
KGU,5.35666667,116.1619444
KGX,62.89527778,-160.0625
KGZ,61.45555556,-142.3788889
KHI,24.90555556,67.15694444
KIB,55.9,-159.4833333
KIE,-6.31666667,155.7166667
KIV,46.93333333,28.93333333
KKA,64.93944444,-161.15
KKB,58.19166667,-152.35
KKE,-35.26111111,173.9138889
KKH,59.96083333,-162.8811111
KKI,60.90694444,-161.4222222
KKK,64.425,-156.8411111
KKL,57.36777778,-154.0252778
KKO,-35.45277778,173.8166667
KKU,58.8125,-158.5605556
KKW,-5.03611111,18.78027778
KLG,61.53833333,-160.3244444
KLL,59.11861111,-156.8633333
KLN,57.53333333,-154
KLP,57.55,-134.8666667
KLS,46.11805556,-122.8983333
KLW,55.57916667,-133.0761111
KMA,-7.96472222,145.7675
KMF,-7.65027778,145.9586111
KMN,-8.64111111,25.25
KMO,58.98166667,-159.0566667
KMY,57.02638889,-154.1436111
KNB,37.00944444,-112.5316667
KND,-2.9225,25.91388889
KNK,59.43333333,-154.8025
KNT,36.22583333,-90.03666667
KNU,26.40277778,80.4125
KNW,59.45222222,-157.3297222
KNZ,12.84333333,-11.2525
KOA,19.73888889,-156.0455556
KOE,-10.17388889,123.6583333
KOR,-7.81666667,146.55
KOS,10.6,103.6833333
KOT,63.02972222,-163.5602778
KOY,57.16222222,-154.2275
KOZ,57.91666667,-152.5
KPB,56.35,-133.6166667
KPC,65.25444444,-166.8558333
KPH,54.45,-162.6833333
KPI,2.01055556,112.9294444
KPK,57.43361111,-153.9
KPM,61.53138889,-158.6408333
KPN,59.93333333,-164.05
KPR,58.43333333,-152.5833333
KPV,55.90666667,-159.145
KPY,57.93333333,-153.0333333
KQA,54.13333333,-165.7833333
KRM,59.46972222,-151.5711111
KRP,56.3,9.11666667
KS2,38.3025,-95.725
KSM,62.06166667,-163.2980556
KSP,-8.45388889,147.21
KSR,56.24444444,-160.3863889
KTB,55.68833333,-132.535
KTM,27.70055556,85.36305556
KTN,55.35833333,-131.7166667
KTS,65.32944444,-166.4716667
KUA,3.77222222,103.2102778
KUD,6.925,116.8341667
KUI,-36.46666667,174.8333333
KUK,60.87277778,-162.5225
KUL,2.74555556,101.71
KUW,68.30694444,-161.4
KUY,-7.43,143.12
KVC,55.055,-162.3133333
KVG,-2.57777778,150.8155556
KVL,67.73166667,-164.5472222
KWA,8.71472222,167.7269444
KWF,55.29722222,-133.2405556
KWK,59.83333333,-163.1333333
KWN,59.76111111,-161.8625
KWP,57.76694444,-153.55
KWT,60.80888889,-161.4375
KWZ,-10.76666667,25.50694444
KXA,55.53777778,-132.3958333
KY1,37.56861111,-84.77222222
KY2,37.54583333,-87.95305556
KY3,38.05805556,-83.97944444
KY4,37.80777778,-87.68555556
KY5,37.355,-87.39944444
KYC,63.0025,-156.3655556
KYK,57.56611111,-154.45
KYS,14.43194444,-11.43944444
KYU,64.87805556,-157.7130556
KZB,57.55,-153.75
KZH,57.58305556,-153.15
LAA,38.06861111,-102.6902778
LAB,-5.72222222,148.0566667
LAC,7.4,113.85
LAE,-6.56972222,146.7261111
LAF,40.41194444,-86.93361111
LAK,68.22222222,-134.9858333
LAL,27.98888889,-82.01472222
LAM,35.87972222,-106.2694444
LAN,42.77916667,-84.58833333
LAP,24.07277778,-110.3625
LAR,41.31361111,-105.6730556
LAS,36.08,-115.1522222
LAW,34.56972222,-98.41611111
LAX,33.9425,-118.4080556
LBB,33.66222222,-101.8227778
LBE,40.27638889,-79.40277778
LBF,41.12833333,-100.6966667
LBL,37.04444444,-100.9605556
LBP,3.20222222,115.4019444
LBQ,-0.71472222,10.23944444
LBT,34.61111111,-79.05777778
LBU,5.30055556,115.2483333
LBV,0.45916667,9.41527778
LCH,30.13111111,-93.22555556
LCI,43.57138889,-71.42111111
LCK,39.81416667,-82.93222222
LCM,-31.00555556,-64.53194444
LCS,10.41888889,-85.10416667
LDJ,40.6175,-74.245
LDM,43.96222222,-86.40972222
LDU,5.03527778,118.3261111
LEB,43.62805556,-72.30583333
LEE,28.82277778,-81.80916667
LEG,17.06666667,-13.9
LEO,-1.57194444,14.28444444
LET,-4.19638889,-69.93944444
LEW,44.0475,-70.28388889
LEX,38.03972222,-84.60222222
LFI,37.08277778,-76.36083333
LFK,31.23416667,-94.75027778
LFT,30.20472222,-91.9875
LGA,40.77944444,-73.87583333
LGB,33.8175,-118.1511111
LGC,33.00861111,-85.07277778
LGD,45.28944444,-118.005
LGK,6.33694444,99.73111111
LGM,40.16166667,-105.1613889
LGS,-35.49361111,-69.57416667
LGU,41.7875,-111.855
LHB,54.22611111,-165.6111111
LHE,31.52083333,74.40277778
LHQ,39.75555556,-82.65722222
HII,34.45833333,-114.3611111
LHV,41.13555556,-77.42222222
LHX,38.05083333,-103.5113889
LIC,39.27277778,-103.6658333
LIE,3.62361111,18.63888889
LIH,21.97916667,-159.3458333
LIJ,54.9,-132.75
LIK,9.81666667,169.3166667
LIO,9.95583333,-83.02111111
LIQ,2.17222222,21.49583333
LIR,10.58972222,-85.55
LIT,34.72916667,-92.23444444
LIV,65.53111111,-148.5411111
LIY,31.89,-81.56111111
LIZ,46.95027778,-67.88611111
LJA,-3.39722222,23.44444444
LJN,29.03833333,-95.45694444
LJY,37.64444444,-92.6525
LKE,47.62888889,-122.3386111
LKK,58.9675,-155.095
LKO,26.76027778,80.88027778
LKP,44.26444444,-73.96166667
LKV,42.16111111,-120.3980556
LLW,-13.78944444,33.78111111
