date,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2019-3,EV,ExpressJet Airlines Inc.,ROC,"Rochester, NY: Greater Rochester International",186,36,9.71,1.97,10.32,0,13.99,6,0,2446,776,72,580,0,1018
2019-3,EV,ExpressJet Airlines Inc.,RST,"Rochester, MN: Rochester International",59,25,6.11,0,13.58,0,5.32,1,0,1160,318,0,395,0,447
2019-3,EV,ExpressJet Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",12,1,1,0,0,0,0,2,0,41,41,0,0,0,0
2019-3,EV,ExpressJet Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",104,19,5.9,0.29,5.59,0,7.23,3,0,948,332,12,167,0,437
2019-3,EV,ExpressJet Airlines Inc.,SBN,"South Bend, IN: South Bend International",8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-3,EV,ExpressJet Airlines Inc.,SCE,"State College, PA: University Park",6,2,2,0,0,0,0,1,0,257,257,0,0,0,0
2019-3,EV,ExpressJet Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",51,10,3.66,0,5.16,0,1.18,1,1,562,257,0,209,0,96
2019-3,EV,ExpressJet Airlines Inc.,SGF,"Springfield, MO: Springfield-Branson National",61,15,2.12,0,9.03,0,3.85,4,0,711,98,0,449,0,164
2019-3,EV,ExpressJet Airlines Inc.,SHV,"Shreveport, LA: Shreveport Regional",94,12,4.44,0.58,4.05,0,2.94,4,1,619,213,32,204,0,170
2019-3,EV,ExpressJet Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",154,39,16.67,0.01,9.67,0,12.64,5,1,2738,1297,2,409,0,1030
2019-3,EV,ExpressJet Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",5,1,0.1,0,0,0,0.9,0,0,89,9,0,0,0,80
2019-3,EV,ExpressJet Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",133,21,7.99,0,8.8,0,4.2,2,0,2437,951,0,1230,0,256
2019-3,EV,ExpressJet Airlines Inc.,TUS,"Tucson, AZ: Tucson International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-3,EV,ExpressJet Airlines Inc.,TVC,"Traverse City, MI: Cherry Capital",3,2,1.98,0,0,0,0.02,0,0,955,946,0,0,0,9
2019-3,EV,ExpressJet Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",224,53,19.13,0,12.53,0,21.34,4,0,4836,2189,0,552,0,2095
2019-3,EV,ExpressJet Airlines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",84,11,3.29,0,3.85,0,3.86,1,1,698,190,0,149,0,359
2019-3,EV,ExpressJet Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",96,19,3.79,0.1,7.81,0,7.31,1,1,826,187,5,244,0,390
2019-3,F9,Frontier Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",9,1,0.04,0,0.96,0,0,0,0,28,1,0,27,0,0
2019-3,F9,Frontier Airlines Inc.,ALB,"Albany, NY: Albany International",23,6,3.76,0,2.19,0,0.05,0,0,390,244,0,143,0,3
2019-3,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",254,49,14.17,0.01,11.71,0,23.12,2,1,3375,983,1,676,0,1715
2019-3,F9,Frontier Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",150,22,6.99,0.97,3.54,0,10.5,2,0,1743,372,49,227,0,1095
2019-3,F9,Frontier Airlines Inc.,BDL,"Hartford, CT: Bradley International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-3,F9,Frontier Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",18,4,0.79,0,1.32,0,1.89,0,0,233,40,0,57,0,136
2019-3,F9,Frontier Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",13,4,1.97,0,2.03,0,0,0,0,143,100,0,43,0,0
2019-3,F9,Frontier Airlines Inc.,BNA,"Nashville, TN: Nashville International",98,20,7.3,0,5.99,0,6.71,1,0,1451,382,0,249,0,820
2019-3,F9,Frontier Airlines Inc.,BTV,"Burlington, VT: Burlington International",12,3,0.87,0,0.95,0,1.18,0,0,281,69,0,20,0,192
2019-3,F9,Frontier Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",67,7,2.54,0,1.46,0,3,1,0,747,186,0,40,0,521
2019-3,F9,Frontier Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",10,2,0,0,0,0,2,0,0,134,0,0,0,0,134
2019-3,F9,Frontier Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",18,4,1,0,1.38,0,1.62,1,0,190,45,0,71,0,74
2019-3,F9,Frontier Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",18,4,1.15,1,1,0,0.85,1,0,579,104,49,22,0,404
2019-3,F9,Frontier Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",9,2,0.18,0,0.21,0,1.61,0,0,85,6,0,7,0,72
2019-3,F9,Frontier Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",204,47,15.89,0.58,15.83,0,14.69,1,0,2997,863,67,749,0,1318
2019-3,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",89,17,4.66,0.3,4.54,0,7.5,0,0,992,242,24,225,0,501
2019-3,F9,Frontier Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",31,3,2.69,0,0.01,0,0.29,0,0,261,248,0,3,0,10
2019-3,F9,Frontier Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",72,5,0.37,0,2.45,0,2.18,3,0,655,52,0,87,0,516
2019-3,F9,Frontier Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",151,25,12.03,0,5.27,0,7.7,1,0,1646,508,0,247,0,891
2019-3,F9,Frontier Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",93,18,7.37,0.72,2.88,0,7.03,5,1,717,215,23,73,0,406
2019-3,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",1755,302,67.32,4.9,87.28,0,142.5,73,2,19969,4455,286,3506,0,11722
2019-3,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",31,8,2.43,0.35,2.05,0,3.17,1,0,533,182,6,97,0,248
2019-3,F9,Frontier Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",40,13,3.33,0,4.26,0,5.41,1,0,872,229,0,223,0,420
2019-3,F9,Frontier Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",53,9,5.86,0,1.81,0,1.32,0,0,448,297,0,55,0,96
2019-3,F9,Frontier Airlines Inc.,ELP,"El Paso, TX: El Paso International",9,2,1,0,1,0,0,1,0,44,29,0,15,0,0
2019-3,F9,Frontier Airlines Inc.,FAR,"Fargo, ND: Hector International",13,3,0.81,0.73,1.47,0,0,1,0,183,105,19,59,0,0
2019-3,F9,Frontier Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",13,3,0.25,0.05,1.72,0,0.97,0,0,291,13,2,61,0,215
2019-3,F9,Frontier Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",54,14,5.85,0,3.91,0,4.24,0,0,894,348,0,236,0,310
2019-3,F9,Frontier Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",18,2,1,0.64,0.36,0,0,1,0,53,28,16,9,0,0
2019-3,F9,Frontier Airlines Inc.,GEG,"Spokane, WA: Spokane International",9,2,1,0,0,0,1,0,0,322,145,0,0,0,177
2019-3,F9,Frontier Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",84,10,2.91,0.44,1.94,0,4.71,2,0,596,83,8,69,0,436
2019-3,F9,Frontier Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",18,2,1,0,1,0,0,0,0,95,76,0,19,0,0
2019-3,F9,Frontier Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",22,3,0,0,1,0,2,1,0,285,0,0,18,0,267
2019-3,F9,Frontier Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",22,4,0.13,0,2,0,1.87,0,0,200,13,0,49,0,138
2019-3,F9,Frontier Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",58,9,5.11,0,2,0,1.89,0,0,519,344,0,39,0,136
2019-3,F9,Frontier Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",31,5,0.97,0,1.15,0,2.89,1,0,387,112,0,55,0,220
2019-3,F9,Frontier Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",13,2,0,1.2,0.3,0,0.5,0,0,67,0,31,11,0,25
2019-3,F9,Frontier Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",67,7,3.25,0,0,0,3.75,1,0,524,265,0,0,0,259
2019-3,F9,Frontier Airlines Inc.,ISP,"Islip, NY: Long Island MacArthur",124,39,10.88,0,10.86,0,17.26,2,0,3322,707,0,383,0,2232
2019-3,F9,Frontier Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",22,5,2,0,3,0,0,0,0,204,132,0,72,0,0
2019-3,F9,Frontier Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",84,6,3,0,0,0,3,0,0,658,526,0,0,0,132
2019-3,F9,Frontier Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",579,141,33.25,1.98,57.39,0,48.38,5,0,9449,1685,154,2089,0,5521
2019-3,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",61,12,4.44,1.12,5.24,0,1.2,1,0,757,356,155,173,0,73
2019-3,F9,Frontier Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",18,4,1.99,0,1.68,0,0.33,1,0,634,411,0,164,0,59
2019-3,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia",93,27,6.16,0,13.39,0,7.45,2,0,1652,326,0,723,0,603
2019-3,F9,Frontier Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",18,2,0.61,0,0,0,1.39,1,0,261,23,0,0,0,238
2019-3,F9,Frontier Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",13,4,0,1,3,0,0,0,0,271,0,157,114,0,0
2019-3,F9,Frontier Airlines Inc.,MCO,"Orlando, FL: Orlando International",1182,251,67.21,1.26,78.2,0,104.34,13,0,22099,5472,89,3552,0,12986
2019-3,F9,Frontier Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",13,1,0,0,1,0,0,1,0,16,0,0,16,0,0
2019-3,F9,Frontier Airlines Inc.,MEM,"Memphis, TN: Memphis International",27,8,2.52,0,2.96,0,2.52,1,0,305,99,0,145,0,61
2019-3,F9,Frontier Airlines Inc.,MIA,"Miami, FL: Miami International",142,31,4.79,0,7.44,0,18.77,1,0,2477,634,0,617,0,1226
2019-3,F9,Frontier Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",131,29,9.77,0,9.37,0,9.86,2,0,1808,353,0,423,0,1032
2019-3,F9,Frontier Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",49,4,1.27,0,1.73,0,1,1,0,389,30,0,113,0,246
2019-3,F9,Frontier Airlines Inc.,MSO,"Missoula, MT: Missoula International",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-3,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",110,22,4.65,0.47,10.69,0,6.19,2,0,1655,546,14,380,0,715
2019-3,F9,Frontier Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",108,16,7.84,0.11,4.78,0,3.27,2,0,1141,682,10,198,0,251
2019-3,F9,Frontier Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",23,5,1.51,0,0.83,0,2.66,0,0,264,77,0,36,0,151
2019-3,F9,Frontier Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",44,12,5.06,0,4.48,0,2.46,0,0,948,156,0,173,0,619
2019-3,F9,Frontier Airlines Inc.,ONT,"Ontario, CA: Ontario International",55,14,3.16,0.06,4.84,0,5.95,0,0,535,102,6,131,0,296
2019-3,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",254,56,20.35,1.23,16.53,0,17.88,3,0,5014,1226,89,1016,0,2683
2019-3,F9,Frontier Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",36,6,4.34,0,0.6,0,1.06,1,0,503,156,0,11,0,336
2019-3,F9,Frontier Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",132,32,13.57,0,9.15,0,9.28,0,0,3565,1458,0,478,0,1629
2019-3,F9,Frontier Airlines Inc.,PDX,"Portland, OR: Portland International",32,9,2.41,0,2.88,0,3.71,1,0,426,92,0,94,0,240
2019-3,F9,Frontier Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",346,83,18.91,0.39,21.25,0,42.45,4,0,6947,1144,13,1253,0,4537
2019-3,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",249,54,12.3,0.38,25.25,0,16.07,7,0,3475,748,21,947,0,1759
2019-3,F9,Frontier Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",18,4,0.48,0,1.94,0,1.58,0,0,337,34,0,57,0,246
2019-3,F9,Frontier Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",21,2,0.44,0,0.56,0,1,0,0,72,7,0,9,0,56
2019-3,F9,Frontier Airlines Inc.,PSM,"Portsmouth, NH: Portsmouth International at Pease",13,1,0,0,1,0,0,0,0,27,0,0,27,0,0
2019-3,F9,Frontier Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",26,2,0,0.27,1.59,0,0.14,1,1,77,0,16,53,0,8
2019-3,F9,Frontier Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",50,7,2.39,0,2.77,0,1.84,0,0,188,64,0,66,0,58
2019-3,F9,Frontier Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",40,5,2.3,0,1.7,0,1,0,0,374,213,0,105,0,56
2019-3,F9,Frontier Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",173,23,6.62,0,6.32,0,10.05,1,0,1690,668,0,150,0,872
2019-3,F9,Frontier Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",9,4,2.06,0,0.81,0,1.13,1,0,293,213,0,35,0,45
2019-3,F9,Frontier Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",389,60,21.37,0.81,24.49,0,13.33,2,0,3166,1392,40,898,0,836
2019-3,F9,Frontier Airlines Inc.,SAN,"San Diego, CA: San Diego International",98,24,5.19,0.3,11.44,0,7.07,1,2,1651,243,12,385,0,1011
2019-3,F9,Frontier Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",112,19,5.54,0.96,5.87,0,6.62,1,0,1694,299,344,187,0,864
2019-3,F9,Frontier Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",9,2,1,0,1,0,0,0,0,58,38,0,20,0,0
2019-3,F9,Frontier Airlines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",13,3,0.27,0,0,0,2.73,1,0,261,18,0,0,0,243
2019-3,F9,Frontier Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",18,2,1,0,0,0,1,1,0,122,59,0,0,0,63
2019-3,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",25,5,1.2,0,0,0,3.8,1,0,829,49,0,0,0,780
2019-3,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",84,30,6.5,0.62,18.55,0,4.34,1,0,2424,667,29,1350,0,378
2019-3,F9,Frontier Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",18,6,1.12,0,0.81,0,4.07,1,0,249,46,0,35,0,168
2019-3,F9,Frontier Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",93,22,5.14,0,9.08,0,7.78,0,0,1237,289,0,427,0,521
2019-3,F9,Frontier Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",134,17,6.9,0.15,4.88,0,5.07,3,0,767,301,4,191,0,271
2019-3,F9,Frontier Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",31,10,3.19,0,3.14,0,3.67,1,0,584,96,0,101,0,387
2019-3,F9,Frontier Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",62,14,3.92,0.9,5.39,0,3.79,1,0,833,153,201,304,0,175
2019-3,F9,Frontier Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",31,5,2.35,0,0.43,0,2.22,2,0,373,191,0,38,0,144
2019-3,F9,Frontier Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",121,28,5.97,0.57,8.2,0,13.26,0,0,1878,361,52,422,0,1043
2019-3,F9,Frontier Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",44,9,4.19,0,1.21,0,3.6,0,1,728,449,0,33,0,246
2019-3,F9,Frontier Airlines Inc.,TPA,"Tampa, FL: Tampa International",368,77,24.18,0.76,27.78,0,24.29,6,0,5790,2529,19,1030,0,2212
2019-3,F9,Frontier Airlines Inc.,TTN,"Trenton, NJ: Trenton Mercer",204,37,9.51,0,6.69,0,20.81,2,1,3076,579,0,313,0,2184
2019-3,F9,Frontier Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",13,1,0,0,1,0,0,2,0,58,0,0,58,0,0
2019-3,F9,Frontier Airlines Inc.,TUS,"Tucson, AZ: Tucson International",17,5,2.29,0,1.71,0,1,0,0,278,161,0,66,0,51
2019-3,F9,Frontier Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",9,2,1,0,0,0,1,1,0,41,22,0,0,0,19
2019-3,G4,Allegiant Air,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",104,15,4.36,0,6.81,0,3.83,0,0,515,164,0,192,0,159
2019-3,G4,Allegiant Air,ABQ,"Albuquerque, NM: Albuquerque International Sunport",20,2,0.64,0,0.1,0,1.26,0,0,103,28,0,2,0,73
2019-3,G4,Allegiant Air,ALB,"Albany, NY: Albany International",91,5,1,0,1.3,0,2.7,0,0,215,23,0,51,0,141
2019-3,G4,Allegiant Air,ATW,"Appleton, WI: Appleton International",67,10,2.18,2,1.18,0,4.64,0,0,359,59,90,33,0,177
2019-3,G4,Allegiant Air,AUS,"Austin, TX: Austin - Bergstrom International",75,10,0.22,1,2.53,0,6.26,0,0,545,17,67,65,0,396
2019-3,G4,Allegiant Air,AVL,"Asheville, NC: Asheville Regional",203,38,10.46,1,12.07,0.8,13.67,3,3,2252,746,75,590,12,829
2019-3,G4,Allegiant Air,AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",695,107,24.06,6.1,33.36,0.62,42.87,6,1,7090,1729,836,1187,16,3322
2019-3,G4,Allegiant Air,BGR,"Bangor, ME: Bangor International",52,4,0,0,1.63,0,2.37,1,0,174,0,0,47,0,127
2019-3,G4,Allegiant Air,BIL,"Billings, MT: Billings Logan International",30,1,0.76,0,0,0,0.24,0,0,42,32,0,0,0,10
2019-3,G4,Allegiant Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",68,7,1.11,1.88,1.79,0,2.22,0,0,775,164,47,195,0,369
2019-3,G4,Allegiant Air,BLI,"Bellingham, WA: Bellingham International",167,18,12,0,2.43,0,3.56,0,0,709,463,0,74,0,172
2019-3,G4,Allegiant Air,BLV,"Belleville, IL: Scott AFB/MidAmerica",96,9,3.65,1,2.66,0,1.69,0,0,775,273,140,148,0,214
2019-3,G4,Allegiant Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",22,5,2.03,0,0.56,0,2.41,0,0,274,97,0,20,0,157
2019-3,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",36,4,0.44,0.32,1.55,0,1.69,0,0,148,7,8,34,0,99
2019-3,G4,Allegiant Air,BOI,"Boise, ID: Boise Air Terminal",29,1,0,0,1,0,0,0,0,15,0,0,15,0,0
2019-3,G4,Allegiant Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",37,5,0.31,1.1,1.22,0,2.37,0,0,189,5,73,27,0,84
2019-3,G4,Allegiant Air,BZN,"Bozeman, MT: Bozeman Yellowstone International",24,3,0.74,0,1.26,0,1,0,0,388,132,0,229,0,27
2019-3,G4,Allegiant Air,CHA,"Chattanooga, TN: Lovell Field",20,2,1.97,0,0.03,0,0,0,0,109,107,0,2,0,0
2019-3,G4,Allegiant Air,CHS,"Charleston, SC: Charleston AFB/International",27,7,0.79,0,4.95,0,1.26,0,0,494,43,0,145,0,306
2019-3,G4,Allegiant Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",112,17,5.83,1,7.38,0.86,1.93,0,0,1120,563,186,230,36,105
2019-3,G4,Allegiant Air,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",13,3,0.19,1,0,0,1.81,0,0,83,6,22,0,0,55
2019-3,G4,Allegiant Air,CLE,"Cleveland, OH: Cleveland-Hopkins International",48,5,4,0,0,0,1,0,0,161,144,0,0,0,17
2019-3,G4,Allegiant Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",303,68,18.61,0,14.31,1.32,33.76,0,0,3561,1070,0,407,22,2062
2019-3,G4,Allegiant Air,DAY,"Dayton, OH: James M Cox/Dayton International",27,3,0.59,0,0.2,0,2.2,0,0,231,21,0,9,0,201
2019-3,G4,Allegiant Air,DEN,"Denver, CO: Denver International",17,8,1.7,0.67,3.24,0,2.39,1,0,771,249,34,151,0,337
2019-3,G4,Allegiant Air,DSM,"Des Moines, IA: Des Moines International",111,15,6.33,1.85,4.66,0,2.16,0,1,1129,684,103,224,0,118
2019-3,G4,Allegiant Air,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",31,1,0,0,0.29,0,0.71,0,0,21,0,0,6,0,15
2019-3,G4,Allegiant Air,ELP,"El Paso, TX: El Paso International",9,1,1,0,0,0,0,0,0,21,21,0,0,0,0
2019-3,G4,Allegiant Air,EUG,"Eugene, OR: Mahlon Sweet Field",45,3,1.81,0,0.17,0,1.02,0,0,77,45,0,4,0,28
2019-3,G4,Allegiant Air,EVV,"Evansville, IN: Evansville Regional",10,1,1,0,0,0,0,0,0,62,62,0,0,0,0
2019-3,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",71,5,2.05,0,1.95,0,1,1,3,355,102,0,225,0,28
2019-3,G4,Allegiant Air,FAR,"Fargo, ND: Hector International",76,9,1.58,1.99,3.04,0,2.39,3,0,440,143,153,89,0,55
2019-3,G4,Allegiant Air,FAT,"Fresno, CA: Fresno Yosemite International",44,4,1.33,0,0.91,0,1.75,0,0,176,33,0,33,0,110
2019-3,G4,Allegiant Air,FCA,"Kalispell, MT: Glacier Park International",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-3,G4,Allegiant Air,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",342,63,18.22,2,25.06,0,17.71,1,0,4051,1596,280,1378,0,797
2019-3,G4,Allegiant Air,FNT,"Flint, MI: Bishop International",83,13,5.92,0,4.92,0,2.15,0,0,386,194,0,148,0,44
2019-3,G4,Allegiant Air,FSD,"Sioux Falls, SD: Joe Foss Field",83,2,0.44,0,1.56,0,0,3,0,183,26,0,157,0,0
2019-3,G4,Allegiant Air,FWA,"Fort Wayne, IN: Fort Wayne International",61,4,0.05,0.1,0.6,0,3.26,0,1,296,4,4,39,0,249
2019-3,G4,Allegiant Air,GFK,"Grand Forks, ND: Grand Forks International",36,4,1.43,0,1.83,0,0.75,1,0,105,27,0,47,0,31
2019-3,G4,Allegiant Air,GJT,"Grand Junction, CO: Grand Junction Regional",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-3,G4,Allegiant Air,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",9,1,1,0,0,0,0,0,0,88,88,0,0,0,0
2019-3,G4,Allegiant Air,GRI,"Grand Island, NE: Central Nebraska Regional",22,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-3,G4,Allegiant Air,GRR,"Grand Rapids, MI: Gerald R. Ford International",151,18,7.37,2,3.48,0,5.15,0,0,1818,828,249,321,0,420
2019-3,G4,Allegiant Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-3,G4,Allegiant Air,GSP,"Greer, SC: Greenville-Spartanburg International",33,6,2,0,0,0,4,0,0,208,122,0,0,0,86
2019-3,G4,Allegiant Air,GTF,"Great Falls, MT: Great Falls International",28,2,0.4,0,0.63,0,0.97,1,0,45,6,0,13,0,26
2019-3,G4,Allegiant Air,HGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",13,1,0,1,0,0,0,0,0,174,0,174,0,0,0
2019-3,G4,Allegiant Air,HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",28,4,3,0,1,0,0,0,0,168,140,0,28,0,0
2019-3,G4,Allegiant Air,IAG,"Niagara Falls, NY: Niagara Falls International",74,4,2.26,0,0.37,0,1.37,0,0,165,75,0,10,0,80
2019-3,G4,Allegiant Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",20,2,1,0.24,0.76,0,0,0,0,37,20,4,13,0,0
2019-3,G4,Allegiant Air,IDA,"Idaho Falls, ID: Idaho Falls Regional",22,3,2,0,0.08,0,0.92,0,0,90,53,0,3,0,34
2019-3,G4,Allegiant Air,IND,"Indianapolis, IN: Indianapolis International",209,28,5.57,0,2.78,0,19.65,0,0,1847,362,0,106,0,1379
2019-3,G4,Allegiant Air,JAX,"Jacksonville, FL: Jacksonville International",50,7,3.57,0,1.45,0,1.99,0,0,454,272,0,44,0,138
2019-3,G4,Allegiant Air,LAS,"Las Vegas, NV: McCarran International",804,123,28.44,6.62,51.3,1,35.64,6,1,5313,1407,285,1765,19,1837
2019-3,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International",121,19,4.21,1.64,9.17,0.25,3.74,0,0,765,198,107,322,5,133
2019-3,G4,Allegiant Air,LCK,"Columbus, OH: Rickenbacker International",82,11,4.09,0,2.34,0.84,3.73,0,0,516,318,0,61,16,121
2019-3,G4,Allegiant Air,LEX,"Lexington, KY: Blue Grass",65,11,1.95,0.44,1.84,0,6.76,0,0,530,58,8,61,0,403
2019-3,G4,Allegiant Air,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",11,1,0,0,0.41,0,0.59,0,0,17,0,0,7,0,10
2019-3,G4,Allegiant Air,LRD,"Laredo, TX: Laredo International",9,1,0.4,0,0,0,0.6,0,0,15,6,0,0,0,9
2019-3,G4,Allegiant Air,MCI,"Kansas City, MO: Kansas City International",31,5,2.84,0,1.02,0,1.13,0,0,293,203,0,45,0,45
2019-3,G4,Allegiant Air,MDT,"Harrisburg, PA: Harrisburg International",67,5,1.94,1,0.61,0,1.45,0,0,355,223,28,49,0,55
2019-3,G4,Allegiant Air,MEM,"Memphis, TN: Memphis International",72,9,2.19,1.11,0.76,0,4.94,0,0,445,179,32,21,0,213
2019-3,G4,Allegiant Air,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",26,1,0,0,1,0,0,0,0,21,0,0,21,0,0
